state.district,MemberName,Destination,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
NJ4,"Smith, Christopher","New York, NY",Humpty Dumpty Institute,10/29/09,10/30/09,2,NJ4 2009-10-29
NJ4,"Smith, Christopher","Seoul, South Korea",The Roman Catholic Archdiocese of South Korea,2/15/10,2/20/10,6,NJ4 2010-02-15
NJ4,"Smith, Christopher","Cambridge, MD",The Congressional Institute,5/6/10,5/7/10,2,NJ4 2010-05-06
NJ5,"Garrett, Scott (Amendment)","Baltimore, MD",The Heritage Foundation,2/5/09,2/7/09,3,NJ5 2009-02-05
NJ5,"Garrett, Scott","Boston, MA",Massachusetts Institute of Technology and The Ewing Marion Kauffman Foundation,5/27/09,5/29/09,3,NJ5 2009-05-27
NJ5,"Garrett, Scott","Atlanta, GA",Federal Home Loan Bank of Atlanta,11/1/09,11/2/09,2,NJ5 2009-11-01
NJ5,"Garrett, Scott",Tel Aviv,American Israeli Eduacation Foundation,12/5/09,12/13/09,9,NJ5 2009-12-05
NJ5,"Garrett, Scott (Amendment)","Tel Aviv, Israel",American Israeli Education Foundation,1/4/10,1/10/10,7,NJ5 2010-01-04
NJ5,"Garrett, Scott","Baltimore, MD",The Heritage Foundation,2/5/10,2/7/10,3,NJ5 2010-02-05
NJ5,"Garrett, Scott","Palm Beach, FL",Club for Growth,3/5/10,3/7/10,3,NJ5 2010-03-05
NJ5,"Garrett, Scott","Cambridge, MD",Congressional Institute,5/6/10,5/7/10,2,NJ5 2010-05-06
NJ5,"Garrett, Scott","San Francisco, CA",San Francisco Federal Home Loan Bank,8/19/10,8/21/10,3,NJ5 2010-08-19
NJ5,"Garrett, Scott","Brussels, Belgium",Bertelsmann Foundation,8/30/10,9/5/10,7,NJ5 2010-08-30
NJ6,"Pallone, Frank","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,NJ6 2010-05-06
NJ7,"Lance, Leonard","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/1/09,8/9/09,9,NJ7 2009-08-01
NJ7,"Lance, Leonard","Los Angeles, CA","Fu Jen Catholic Catholic University, Taiwan",11/6/10,11/13/10,8,NJ7 2010-11-06
NJ8,"Pascrell, Bill","Austin, TX",North American Brain Injury Society,10/16/09,10/18/09,3,NJ8 2009-10-16
NJ8,"Pascrell, Bill","New York, NY-",Humpty Dumpty Institute,10/29/09,10/31/09,3,NJ8 2009-10-29
NJ9,"Rothman, Steven R.","Boston, MA",MIT/Ewing Kauffman Foundation,5/27/09,5/31/09,5,NJ9 2009-05-27
NJ9,"Rothman, Steven R.","Lusaka, Zambia -",Results Educational Fund,8/1/09,8/10/09,10,NJ9 2009-08-01
NJ9,"Rothman, Steven R.","Tel Aviv, Israel",American Israel Education Foundation,7/3/10,7/11/10,9,NJ9 2010-07-03
NM1,"Heinrich, Martin",Ankara-,The Institute of Interfaith Dialog for World Peace,8/7/09,8/15/09,9,NM1 2009-08-07
NV1,"Berkley, Shelley","Taipe, Taiwan-",Fu Jen Catholic University,2/14/09,2/20/09,7,NV1 2009-02-14
NV1,"Berkley, Shelley","Baltimore, MD",Catholic Health Assocition,2/19/09,2/20/09,2,NV1 2009-02-19
NV1,"Berkley, Shelley","Las Vegas, NV",American Israel Education Foundation (AIEF),8/8/09,8/16/09,9,NV1 2009-08-08
NV1,"Berkley, Shelley","New York, NY",Humpty Dumpty Institute,9/10/09,9/11/09,2,NV1 2009-09-10
NV1,"Berkley, Shelley","Berlin, Germany",United States Association of Former Members of Congress - Congressional Study Group on Germany,3/28/10,4/2/10,6,NV1 2010-03-28
NV2,"Heller, Dean","Tel Aviv, Israel",American Israel Education Foundation (AIEF),7/5/10,7/12/10,8,NV2 2010-07-05
NV3,"Titus, Dina","Ft. Lauderdale, FL",Hational Hellenic Society,5/22/09,5/23/09,2,NV3 2009-05-22
NV3,"Titus, Dina",Tel Aviv,American Israel Foundation,8/8/09,8/16/09,9,NV3 2009-08-08
NY1,"Bishop, Timothy H.","Tel Aviv, Israel",The American Israel Foundation,6/27/09,7/5/09,9,NY1 2009-06-27
NY10,"Towns, Edolphus","New York, NY",Personally paid for,2/20/09,2/22/09,3,NY10 2009-02-20
NY10,"Towns, Edolphus","Atlanta, GA",Emory School of Law,8/11/09,8/11/09,1,NY10 2009-08-11
NY10,"Towns, Edolphus","Memphis, TN",Congressional Black Caucus Political Education and Leadership Institute,8/13/09,8/16/09,4,NY10 2009-08-13
NY10,"Towns, Edolphus",NYC,The Humpty Dumpty Institute,9/10/09,9/11/09,2,NY10 2009-09-10
NY10,"Towns, Edolphus","Boston, MA",American Youth Policy Forum,10/12/09,10/14/09,3,NY10 2009-10-12
NY10,"Towns, Edolphus",Newark,Council on Social Work Education,11/8/09,11/9/09,2,NY10 2009-11-08
NY10,"Towns, Edolphus","Tel Aviv, Israel","Jewish Community Relations Council of New York, Inc.",1/13/10,1/19/10,7,NY10 2010-01-13
NY10,"Towns, Edolphus","Cambridge, MA",Harvard University,2/4/10,2/5/10,2,NY10 2010-02-04
NY10,"Towns, Edolphus","Mexico City, Mexico",Washington Office on Latin America (WOLA),5/7/10,5/11/10,5,NY10 2010-05-07
NY11,"Clarke, Yvette","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,NY11 2009-02-20
NY11,"Clarke, Yvette","St. Johns, Antigua",The PM Group,8/3/09,8/5/09,3,NY11 2009-08-03
NY11,"Clarke, Yvette","Memphis, TN",Congressional Black Caucus Political Education and Leadership Institute (CBC Institute),8/13/09,8/15/09,3,NY11 2009-08-13
NY11,"Clarke, Yvette","Tel Aviv, Israel",Jewish Community Relations Council of New York,1/13/10,1/19/10,7,NY11 2010-01-13
NY11,"Clarke, Yvette","Santo Domingo, Dominican Repub","Friends of Lead Free Children, Inc",3/3/10,3/7/10,5,NY11 2010-03-03
NY11,"Clarke, Yvette","Boston, MA",Massachusetts Chapter of the Jamaican Diaspora North East,4/9/10,4/10/10,2,NY11 2010-04-09
NY11,"Clarke, Yvette","Greensboro, NC",Congressional Black Caucus,4/18/10,4/19/10,2,NY11 2010-04-18
NY11,"Clarke, Yvette","Mexico City, Mexico",Woodrow Wilson International Center for Scholars,5/30/10,6/3/10,5,NY11 2010-05-30
NY11,"Clarke, Yvette","Ankara, Turkey",Turkish Coalition of America,7/3/10,7/11/10,9,NY11 2010-07-03
NY11,"Clarke, Yvette","Coral Gables, FL",Atlantic Connection (www.Atlantic.BM),7/15/10,7/16/10,2,NY11 2010-07-15
NY11,"Clarke, Yvette","Tel Aviv, Israel",Jewish Community Relations Council of New York,8/28/10,9/3/10,7,NY11 2010-08-28
NY12,"Velazquez, Nydia","McAllen, TX",American Youth Policy Forum (AYPF),5/6/09,5/8/09,3,NY12 2009-05-06
NY12,"Velazquez, Nydia",Beijing,China International Cooperation Association of SME's,10/10/09,10/17/09,8,NY12 2009-10-10
NY12,"Velazquez, Nydia",Berlin-,U.S. Assveration of Former Members of Congress Congressional Study Group on Germany,11/8/09,11/13/09,6,NY12 2009-11-08
NY12,"Velazquez, Nydia","Las Vegas, NV",Consumer Electronics Association,1/7/10,1/9/10,3,NY12 2010-01-07
NY12,"Velazquez, Nydia","Ames, IA","Iowa State University, Iowa Renewables Fuels Association, Renewable Fuels Foundation, Green Plains R",8/16/10,8/19/10,4,NY12 2010-08-16
NY13,"McMahon, Michael E.","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,NY13 2009-10-23
NY13,"McMahon, Michael E.","Tel Aviv, Israel",Jewish Community Relations Council,1/13/10,1/19/10,7,NY13 2010-01-13
NY13,"McMahon, Michael E.","San Francisco, CA",ITIF,6/2/10,6/5/10,4,NY13 2010-06-02
NY13,"McMahon, Michael E.","Tel Aviv, Israel",American Israel Education Foundation (AIEF),7/3/10,7/11/10,9,NY13 2010-07-03
NY13,"McMahon, Michael E.","Antietam, MD",Civil War Preservation Trust,9/10/10,9/10/10,1,NY13 2010-09-10
NY13,"McMahon, Michael E.","Philadelphia, PA",Third Way,11/12/10,11/14/10,3,NY13 2010-11-12
NY14,"Maloney, Carolyn","Amman, Jordan",The Aspen Institute Congressional Program,2/14/09,2/20/09,7,NY14 2009-02-14
NY15,"Rangel, Charles B.","Coral Gables, FL","University of Miami, School of Law",2/12/09,2/17/09,6,NY15 2009-02-12
NY15,"Rangel, Charles B.","St. Louis, MO",Washington University Law Center for Interdisciplinary Studies.,3/20/09,3/21/09,2,NY15 2009-03-20
NY15,"Rangel, Charles B.","Albuquerque, NM",New Mexico Tax Research Institute,4/29/09,4/30/09,2,NY15 2009-04-29
NY15,"Rangel, Charles B.","New York, NY",Wall Street Tax Educational Corp.,5/7/09,5/7/09,1,NY15 2009-05-07
NY15,"Rangel, Charles B.","Los Angeles, CA",Congressional Coalition on Adoption Institute (CCAI),8/17/09,8/19/09,3,NY15 2009-08-17
NY15,"Rangel, Charles B.","Chicago, IL",ABA Section of Taxation & the Trust and Estate Law Division of RPTE,9/24/09,9/25/09,2,NY15 2009-09-24
NY15,"Rangel, Charles B.","Chicago, IL",American Bar Association (Tax Section),9/25/09,9/25/09,1,NY15 2009-09-25
NY15,"Rangel, Charles B.","Chicago, IL",University of Notre Dame,10/1/09,10/2/09,2,NY15 2009-10-01
NY15,"Rangel, Charles B.","Boston, MA",Casey Family Services,10/28/09,10/29/09,2,NY15 2009-10-28
NY15,"Rangel, Charles B.",New Orleans,Tulane Tax Institute,10/29/09,10/30/09,2,NY15 2009-10-29
NY15,"Rangel, Charles B.","Denver, CO","Tax Executives Institute, Denver Chapter",12/14/09,12/15/09,2,NY15 2009-12-14
NY15,"Rangel, Charles B.","San Antonio, TX",ABA Fund for Justice and Education and ABA Section of Taxation,1/22/10,1/23/10,2,NY15 2010-01-22
NY15,"Rangel, Charles B.","New York, NY",National Acadamy of Social Insurance,2/17/10,2/17/10,1,NY15 2010-02-17
NY16,"Serrano, Jose",New York City,Wildlife Conservation Society,8/31/09,9/1/09,2,NY16 2009-08-31
NY17,"Engel, Eliot","Dar es Salaam, Tanzania",UN Aids Foundation,2/14/09,2/21/09,8,NY17 2009-02-14
NY17,"Engel, Eliot","New Orleans, LA",Substance Abuse Program Administrators Association (SAPAA),3/24/09,3/27/09,4,NY17 2009-03-24
NY17,"Engel, Eliot","Saratoga Springs, NY",Home Care Association of New York State,5/17/09,5/18/09,2,NY17 2009-05-17
NY17,"Engel, Eliot","Ankara, Turkey",Turkish Coalition of America,8/22/09,8/30/09,9,NY17 2009-08-22
NY17,"Engel, Eliot","New York, NY",The George Washington University National Health Policy Forum,4/5/10,4/7/10,3,NY17 2010-04-05
NY17,"Engel, Eliot","New York, NY",Wildlife Conservation Society,8/30/10,8/31/10,2,NY17 2010-08-30
NY18,"Lowey, Nita",New York City,Amtrak,4/7/09,4/12/09,6,NY18 2009-04-07
NY18,"Lowey, Nita",Dubrobvnik,The Aspen Institute Congressional Program,5/24/09,6/1/09,9,NY18 2009-05-24
NY18,"Lowey, Nita","Galilee, Israel",The American Israel Education Foundation,6/26/09,7/5/09,10,NY18 2009-06-26
NY18,"Lowey, Nita","Miami, FL",Humpty Dumpty Institute and UN Foundation,4/15/10,4/17/10,3,NY18 2010-04-15
NY19,"Hall, John J.",DC-Yulee,Third Way; The Howard Gilman Foundation,6/5/09,6/7/09,3,NY19 2009-06-05
NY2,"Israel, Steve",Williamsburg,Third Way,10/23/09,10/25/09,3,NY2 2009-10-23
NY2,"Israel, Steve","Golan Heights, Isreal",Jewish Community Relations Council (JCRC),1/13/10,1/19/10,7,NY2 2010-01-13
NY21,"Tonko, Paul","Dedham, MA",Northeast States for Coordinated Air Use Management,8/10/09,8/11/09,2,NY21 2009-08-10
NY22,"Hinchey, Maurice D.","Amman, Jordan",The aspen Institute Congressional Program,2/14/09,2/20/09,7,NY22 2009-02-14
NY22,"Hinchey, Maurice D.",Dubrovinik,The Aspen Institute Congressional Program,5/26/09,6/1/09,7,NY22 2009-05-26
NY22,"Hinchey, Maurice D.","Madrid, Spain",The Aspen Institute Congressional Program,2/15/10,2/21/10,7,NY22 2010-02-15
NY22,"Hinchey, Maurice D.","Lisbon, Portugal",The Aspen Institute Congressional Program,4/5/10,4/11/10,7,NY22 2010-04-05
NY22,"Hinchey, Maurice D.","Vancouver, Canada",The Aspen Institute Congressional Program,8/16/10,8/21/10,6,NY22 2010-08-16
NY26,"Lee, Christopher J.",Tel Aviv,American Israel Education Foundation (AIEF),8/1/09,8/9/09,9,NY26 2009-08-01
NY27,"Higgins, Brian","Louisville, KY",Smart Growth America,6/2/09,6/2/09,1,NY27 2009-06-02
NY28,"Slaughter, Louise","Anarka, Turkey -",The German Marshall Fund of the United States,6/28/09,7/6/09,9,NY28 2009-06-28
NY28,"Slaughter, Louise","Boston, MA",Tobin Project,4/30/10,5/2/10,3,NY28 2010-04-30
NY29,"Massa, Eric J. J.","Jerusalem, Israel",Jewish Community Relation Council of New York,1/13/10,1/19/10,7,NY29 2010-01-13
NY29,"Massa, Eric J. J.","Ankara, Turkey",Turkish Coalition of America,2/13/10,2/21/10,9,NY29 2010-02-13
NY3,"King, Steve","West Palm Beach, FL",Club for Growth,1/31/09,2/3/09,4,NY3 2009-01-31
NY3,"King, Steve","Baltimore, MD",The Heritage Foundation,2/5/09,2/7/09,3,NY3 2009-02-05
NY3,"King, Steve","Berlin, Germany;","German Marshal Fund of the United States, The Robert Bosch Foundation, The Bradley Foundation",2/13/09,2/21/09,9,NY3 2009-02-13
NY3,"King, Peter","Philadelphia, PA","Mercatus Center, George Mason University",2/20/09,2/22/09,3,NY3 2009-02-20
NY3,"King, Steve","Palm Beach, FL",The Club for Growth,3/6/09,3/8/09,3,NY3 2009-03-06
NY3,"King, Steve","Berlin, Germany","U.S. Association of Former Members of Congress Congressional Study Group on Germany, German Marshall",5/22/09,5/31/09,10,NY3 2009-05-22
NY3,"King, Peter",New Orleans,"National Health Policy Forum, the George Washington University",5/26/09,5/28/09,3,NY3 2009-05-26
NY3,"King, Steve","Tucson, Arizona",Judicial Watch,6/30/09,7/4/09,5,NY3 2009-06-30
NY3,"King, Steve","Omaha, NE",Eagle Forum,9/5/09,9/6/09,2,NY3 2009-09-05
NY3,"King, Peter","Queenstown, MD",Partnership for a Secure America,11/14/09,11/15/09,2,NY3 2009-11-14
NY3,"King, Peter","Tel Aviv, Israel",Jewish Community Relations Council - New York,1/13/10,1/19/10,7,NY3 2010-01-13
NY3,"King, Steve","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,NY3 2010-01-14
NY3,"King, Steve","Palm Beach, FL",Club for Growth,3/4/10,3/5/10,2,NY3 2010-03-04
NY3,"King, Peter","Cairo, Egypt",The German Marshall Fund of the United States (GMF),5/28/10,6/4/10,8,NY3 2010-05-28
NY3,"King, Peter","Ankara, Turkey",Turkish Coalition of America,6/1/10,6/7/10,7,NY3 2010-06-01
NY3,"King, Peter","Tel Aviv, Israel",American Israel Education Foundation (AIEF),7/3/10,7/11/10,9,NY3 2010-07-03
NY3,"King, Peter","Ankara, Turkey",Turkish Coalition of America,8/14/10,8/22/10,9,NY3 2010-08-14
NY3,"King, Peter","Ankara, Turkey",Turquoise Council of Americans and Eurasiana,8/29/10,9/5/10,8,NY3 2010-08-29
NY3,"King, Peter","Istanbul, Turkey",Turquoise Council of Americans and Eurasians (TCAE),8/30/10,9/5/10,7,NY3 2010-08-30
NY4,"McCarthy, Carolyn","New York, NY",Daniella Maria Arturi Foundation,3/13/10,3/14/10,2,NY4 2010-03-13
NY6,"Meeks, Gregory",Florida,Credit Suisse Securities (USA),3/1/09,3/3/09,3,NY6 2009-03-01
NY6,"Meeks, Gregory","Las Vegas, NV",Consumer Electronics Association,1/7/10,1/10/10,4,NY6 2010-01-07
NY6,"Meeks, Gregory","Atlanta, GA",The Carter Center,2/23/10,2/24/10,2,NY6 2010-02-23
NY6,"Meeks, Gregory","San Francisco, CA",Federal Home Loan Bank of San Francisco,8/19/10,8/22/10,4,NY6 2010-08-19
NY7,"Crowley, Joseph","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,NY7 2009-10-23
NY7,"Crowley, Joseph","Williamsburg, VA",Third Way,10/24/09,10/24/09,1,NY7 2009-10-24
NY7,"Crowley, Joseph","Havana, Cuba",Center for Democracy in Americas,3/28/10,4/1/10,5,NY7 2010-03-28
NY7,"Crowley, Joseph","New York, NY",George Washington University - National Health Policy Forum,4/5/10,4/7/10,3,NY7 2010-04-05
NY7,"Crowley, Joseph","New York, NY",Wildlife Consevation Society,8/30/10,8/31/10,2,NY7 2010-08-30
NY7,"Crowley, Joseph","Philadelphia, PA",Third Way,11/12/10,11/14/10,3,NY7 2010-11-12
NY8,"Nadler, Jerrold",San Francisco,Human Rights Campaign (HRC),7/24/09,7/26/09,3,NY8 2009-07-24
NY8,"Nadler, Jerrold","New York, NY",National Health Policy Forum,4/3/10,4/9/10,7,NY8 2010-04-03
NY8,"Nadler, Jerrold","New York, NY","Center on Law and Security, New York University School of Law",11/4/10,11/5/10,2,NY8 2010-11-04
NY9,"Weiner, Anthony D.","Los Angeles, CA","Maher Live, Inc (Real Time with Bill Maher)",9/11/09,9/12/09,2,NY9 2009-09-11
NY9,"Weiner, Anthony D.","Tel Aviv, Israel",Jewish Community Relations Council - New York,1/13/10,1/19/10,7,NY9 2010-01-13
NY9,"Weiner, Anthony D.","Cairo, Egypt",The German Marshall Fund of the United States (GMF),5/28/10,6/4/10,8,NY9 2010-05-28
OH1,"Driehaus, Steve","Tel Aviv, Israel",American Israel Education Foundation,8/8/09,8/16/09,9,OH1 2009-08-08
OH1,"Driehaus, Steve","Queenstown, MD",Partnership for a Secure America,11/14/09,11/15/09,2,OH1 2009-11-14
OH1,"Driehaus, Steve","Tel Aviv, Israel",AEIF: a non-profit 501 (c)(3) organization with the mission of providing educational programing abou,7/3/10,7/11/10,9,OH1 2010-07-03
OH10,"Kucinich, Dennis J.","Lexington, KY",Philosophy Program of Transylvania University,3/27/09,3/27/09,1,OH10 2009-03-27
OH10,"Kucinich, Dennis J.","Madison, WI","The Progressive, Inc.",5/1/09,5/2/09,2,OH10 2009-05-01
OH10,"Kucinich, Dennis J.","Cleveland, OH",Webster University,5/2/09,5/2/09,1,OH10 2009-05-02
OH10,"Kucinich, Dennis J.",Aurora -,Geri Solomon and church friends,8/2/09,8/2/09,1,OH10 2009-08-02
OH10,"Kucinich, Dennis J.","New York, NY",The Global Security Institute,10/11/09,10/12/09,2,OH10 2009-10-11
OH10,"Kucinich, Dennis J.","Pittsburgh, PA",Thomas Merton Center,10/31/09,11/2/09,3,OH10 2009-10-31
OH11,"Fudge, Marcia","Atlanta, Georgia",Coalition of Black Trade Unionists,5/22/09,5/23/09,2,OH11 2009-05-22
OH11,"Fudge, Marcia","Yulee, FL",Third Way and The Howard Gilman Foundation,6/5/09,6/7/09,3,OH11 2009-06-05
OH11,"Fudge, Marcia","Queenstown, MD",Partnership for a Secure America,8/1/09,8/2/09,2,OH11 2009-08-01
OH11,"Fudge, Marcia","Tunica, MS",Congressional Black Caucus Institute,8/13/09,8/16/09,4,OH11 2009-08-13
OH11,"Fudge, Marcia","Boston, MA",Massachuestts Institute of Technology,1/7/10,4/10/10,94,OH11 2010-01-07
OH11,"Fudge, Marcia","Philadelphia, PA",Jobs for the Future,1/22/10,1/22/10,1,OH11 2010-01-22
OH11,"Fudge, Marcia (Amendment)","Boston, MA",MIT and the Ewing Marion Kauffman Foundation,4/7/10,4/9/10,3,OH11 2010-04-07
OH11,"Fudge, Marcia","Columbus, OH",National Coalition for Literacy,4/20/10,4/21/10,2,OH11 2010-04-20
OH11,"Fudge, Marcia","San Fransico, CA",The Information Technology and Innovation Foundation,6/2/10,6/4/10,3,OH11 2010-06-02
OH11,"Fudge, Marcia","Madison, WI","Jobs for the Future, Inc. and the Joyce Foundation",8/9/10,8/10/10,2,OH11 2010-08-09
OH11,"Fudge, Marcia","Tunica, MS",Congressional Black Caucus Institute,8/12/10,8/15/10,4,OH11 2010-08-12
OH12,"Tiberi, Patrick","Calvert Cliffs, MD",Nuclear Energy Institute,6/19/09,6/19/09,1,OH12 2009-06-19
OH12,"Tiberi, Patrick","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,OH12 2010-05-06
OH12,"Tiberi, Patrick","Istanbul, Turkey",Turquoise Council of Americans and Eurasians,8/29/10,9/5/10,8,OH12 2010-08-29
OH14,"LaTourette, Steven C.","Tucson, AZ",American Judges Association (AJA),5/20/10,5/22/10,3,OH14 2010-05-20
OH15,"Kilroy, Mary Jo","Amman, Jordan",J Street Education Fund,2/12/10,2/19/10,8,OH15 2010-02-12
OH16,"Boccieri, John A.","Philadelphia, PA",George Mason - Meratus Center,2/20/09,2/22/09,3,OH16 2009-02-20
OH16,"Boccieri, John A.","Queenstown, MD",Partnership for a Secure America,5/22/10,5/23/10,2,OH16 2010-05-22
OH17,"Ryan, Tim","Algers, Algeria",Defense Forum Foundation,8/3/09,8/10/09,8,OH17 2009-08-03
OH17,"Ryan, Tim",Ankara-,American-Turkish Council,8/8/09,8/16/09,9,OH17 2009-08-08
OH17,"Ryan, Tim","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,OH17 2009-10-23
OH17,"Ryan, Tim","New York, NY",Humpty Dumpty Institute,10/29/09,11/1/09,4,OH17 2009-10-29
OH17,"Ryan, Tim","Tbilisi, Georgia",International Committee of the Red Cross (ICRC),7/3/10,7/11/10,9,OH17 2010-07-03
OH17,"Ryan, Tim","Tel Aviv, Israel",American Israel Education Foundation (AIEF),12/11/10,12/19/10,9,OH17 2010-12-11
OH2,"Schmidt, Jean","Baltimore, MD",The Heritage Foundation,2/5/09,2/6/09,2,OH2 2009-02-05
OH2,"Schmidt, Jean","Cambridge, MD",The Congressional Institute,3/12/09,3/15/09,4,OH2 2009-03-12
OH2,"Schmidt, Jean",Turkey (Ankara-Istanbul-Patara,Turkish Coalition of America,5/24/09,5/31/09,8,OH2 2009-05-24
OH2,"Schmidt, Jean",Ottawa,Franklin Center for Global Policy Exchange,8/9/09,8/9/09,1,OH2 2009-08-09
OH2,"Schmidt, Jean","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,OH2 2010-05-06
OH2,"Schmidt, Jean","Ankara, Turkey",Franklin Center for Global Policy Exchange and the Union of Chambers and Commodity Exchanges of Turk,11/6/10,11/12/10,7,OH2 2010-11-06
OH3,"Turner, Michael","Berlin, Germany",The Robert Bosch Foundation,2/13/09,2/18/09,6,OH3 2009-02-13
OH3,"Turner, Michael","Brussels, Belgium",The German Marshal Fund of the United State,3/19/09,3/23/09,5,OH3 2009-03-19
OH3,"Turner, Michael","Chesapeake Bay, MD",Congressional Institute,5/6/10,5/8/10,3,OH3 2010-05-06
OH3,"Turner, Michael","Cairo, Egypt",The German Marshall Fund of the United States,5/28/10,6/4/10,8,OH3 2010-05-28
OH3,"Turner, Michael","Dayton, OH","The German Marshall Fund of the United States (GMF), The Robert Bosch Stiftung",7/16/10,7/18/10,3,OH3 2010-07-16
OH3,"Turner, Michael","Albuquerque, NM",American Association for the Advancement of Science and the Carnegie Corporation of New York,8/8/10,8/12/10,5,OH3 2010-08-08
OH3,"Turner, Michael","Ankara, Turkey",Turkish Coalition of America,8/14/10,8/22/10,9,OH3 2010-08-14
OH4,"Jordan, Jim","Baltimore, MD",Heritage Foundation,2/5/09,2/7/09,3,OH4 2009-02-05
OH4,"Jordan, Jim","Tel Aviv, Israel",American Israel Education Foundation,8/1/09,8/9/09,9,OH4 2009-08-01
OH4,"Jordan, Jim","Charlottesville, VA",The Heritage Foundation,1/14/10,1/15/10,2,OH4 2010-01-14
